EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,BusinessTravel,DistanceFromHome_KM,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NumCompaniesWorked,TrainingTimesLastYear,OverTime,StockOptionLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,Attrition,Reason_Category,Exit_Reason_HR_Recorded,Retention_Attempted,Retention_Action_Taken,Retained,Retention_Outcome_Reason
EMP08620,29,Female,Single,Marketing,Content Strategist,Human Resources,5,Travel_Rarely,5,59683,11,12,4,1,0,2,1,No,0,4,3,4,4,2,4,No,,,NA,NA,NA,Employee did not resign
EMP08621,33,Female,Married,Finance,Accountant,Other,5,Non-Travel,4,54105,11,15,0,0,0,0,2,No,2,1,3,2,2,3,3,Yes,Career Growth and Promotion,Left to take up a more senior designation elsewhere.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP08622,31,Male,Divorced,Marketing,Marketing Executive,Technical Degree,5,Travel_Frequently,30,44258,18,13,6,5,0,5,4,Yes,1,4,3,1,2,3,3,Yes,Medical and Family,Needs to care for an ill family member.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP08623,45,Male,Single,IT,IT Support,Life Sciences,5,Travel_Rarely,4,85678,24,27,11,3,0,6,4,No,0,3,4,3,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08624,44,Male,Divorced,Marketing,Content Strategist,Business,4,Travel_Rarely,1,31987,12,26,0,0,0,7,1,Yes,1,4,1,3,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08625,31,Male,Divorced,IT,DevOps Engineer,Life Sciences,5,Travel_Rarely,15,94906,16,15,11,10,0,1,2,No,1,3,2,3,3,2,4,No,,,NA,NA,NA,Employee did not resign
EMP08626,41,Male,Divorced,Human Resources,HR Manager,Technical Degree,5,Travel_Frequently,2,74134,16,23,4,3,2,4,2,Yes,1,1,4,1,2,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08627,35,Male,Single,Finance,Finance Manager,Medical,5,Travel_Frequently,3,88897,13,17,5,4,0,5,0,No,0,3,4,2,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08628,30,Female,Divorced,IT,DevOps Engineer,Human Resources,4,Travel_Frequently,3,47324,19,12,0,0,0,0,2,No,2,3,3,2,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08629,25,Male,Married,Operations,Operations Manager,Human Resources,3,Travel_Rarely,1,64555,11,15,6,5,0,6,2,Yes,1,4,1,3,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08630,22,Male,Divorced,Operations,Logistics Coordinator,Business,4,Travel_Frequently,16,82274,18,21,12,8,0,4,3,No,0,2,2,2,1,4,4,No,,,NA,NA,NA,Employee did not resign
EMP08631,29,Male,Single,Marketing,Content Strategist,Marketing,4,Non-Travel,2,64197,15,11,6,5,2,4,0,Yes,2,3,4,4,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08632,34,Female,Divorced,Sales,Account Manager,Other,3,Travel_Rarely,4,76959,19,16,4,2,2,1,0,Yes,0,4,4,4,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08633,27,Male,Single,Sales,Sales Executive,Other,3,Travel_Frequently,6,87146,11,9,1,0,0,3,4,No,2,3,1,2,3,3,4,No,,,NA,NA,NA,Employee did not resign
EMP08634,44,Male,Married,Marketing,Marketing Executive,Computer Science,5,Travel_Frequently,7,98616,13,26,1,0,1,7,5,No,0,2,2,4,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08635,31,Female,Single,Sales,Account Manager,Life Sciences,4,Travel_Rarely,1,54880,13,13,0,0,0,1,2,Yes,1,3,2,4,1,2,3,Yes,Work-Life Balance,Left seeking a role with more flexible working hours.,Yes,Flexible Work,Yes,Action directly addressed the root cause of dissatisfaction
EMP08636,28,Female,Married,Operations,Logistics Coordinator,Other,2,Travel_Rarely,1,65787,12,10,2,1,2,5,4,No,0,4,4,4,2,3,4,No,,,NA,NA,NA,Employee did not resign
EMP08637,32,Male,Single,IT,System Analyst,Human Resources,3,Travel_Frequently,25,58998,15,14,6,4,1,5,5,No,1,3,4,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08638,43,Male,Divorced,Operations,Logistics Coordinator,Other,2,Travel_Frequently,1,65933,19,25,6,4,1,4,1,No,3,2,2,2,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08639,37,Female,Single,Marketing,Marketing Executive,Life Sciences,1,Travel_Rarely,4,97344,16,19,8,4,2,1,3,No,0,4,3,1,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08640,45,Male,Single,Sales,Sales Representative,Computer Science,4,Travel_Rarely,1,95373,15,27,11,5,0,0,0,No,0,3,3,1,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08641,32,Female,Divorced,R&D,Research Scientist,Human Resources,2,Travel_Frequently,1,64671,11,14,1,0,1,6,3,Yes,1,2,3,4,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08642,20,Female,Married,Finance,Financial Analyst,Computer Science,3,Travel_Rarely,1,58967,11,11,6,1,0,5,0,Yes,1,4,2,4,2,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08643,36,Male,Married,Finance,Financial Analyst,Technical Degree,3,Travel_Rarely,14,62871,13,18,4,1,0,4,2,Yes,0,3,2,4,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08644,20,Female,Married,R&D,ML Engineer,Business,2,Travel_Rarely,2,69891,15,2,0,0,0,1,0,No,1,2,1,3,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08645,31,Male,Divorced,Marketing,Marketing Manager,Technical Degree,1,Travel_Rarely,4,32084,13,13,1,0,0,6,2,No,0,3,2,3,3,2,4,No,,,NA,NA,NA,Employee did not resign
EMP08646,30,Male,Divorced,Marketing,Marketing Executive,Life Sciences,1,Travel_Rarely,5,20741,14,12,2,0,0,4,3,No,1,3,4,2,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08647,20,Male,Divorced,Marketing,Content Strategist,Technical Degree,2,Non-Travel,3,57467,11,8,8,6,1,3,4,Yes,0,3,4,4,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08648,36,Male,Divorced,Sales,Sales Manager,Life Sciences,1,Travel_Rarely,3,73070,14,18,2,0,2,5,0,Yes,0,3,3,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08649,28,Female,Single,Operations,Logistics Coordinator,Computer Science,4,Travel_Rarely,6,71148,15,10,1,0,0,1,4,No,2,1,4,4,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08650,34,Female,Single,Marketing,Marketing Manager,Life Sciences,5,Travel_Rarely,2,77622,17,16,8,5,4,4,4,No,0,4,2,4,1,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08651,34,Female,Single,Finance,Financial Analyst,Technical Degree,1,Travel_Rarely,6,61256,11,16,4,3,4,4,1,No,0,3,1,3,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08652,36,Male,Single,Finance,Accountant,Marketing,3,Travel_Rarely,18,39683,12,18,1,0,1,4,5,No,2,3,4,4,1,2,4,Yes,Relocation and personal,Needed to relocate closer to family.,Yes,Salary Hike,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP08653,36,Female,Married,Finance,Finance Manager,Other,1,Travel_Rarely,4,26071,18,18,4,2,0,0,0,No,2,3,4,3,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08654,36,Male,Married,Sales,Account Manager,Life Sciences,4,Non-Travel,1,71253,17,18,0,0,0,2,2,Yes,2,3,4,2,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08655,32,Male,Married,Finance,Finance Manager,Other,5,Travel_Rarely,2,77885,16,14,0,0,0,0,1,No,0,2,4,2,1,3,3,Yes,Compensation and Benefits,Left for a role offering significantly higher pay.,No,Not Applicable,No,No retention conversation initiated before exit
EMP08656,33,Male,Married,IT,System Analyst,Medical,5,Non-Travel,5,76234,12,15,2,1,2,3,5,Yes,0,2,4,4,4,2,4,No,,,NA,NA,NA,Employee did not resign
EMP08657,37,Male,Married,Sales,Sales Executive,Marketing,5,Travel_Rarely,4,54789,17,19,1,0,0,0,5,No,1,1,4,2,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08658,38,Female,Divorced,Sales,Sales Manager,Life Sciences,1,Travel_Rarely,1,44761,14,20,3,1,1,0,4,No,1,2,4,2,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08659,29,Female,Single,Marketing,Marketing Executive,Business,4,Travel_Frequently,30,58258,15,11,1,0,1,7,3,No,1,2,1,3,1,2,4,No,,,NA,NA,NA,Employee did not resign
EMP08660,24,Female,Divorced,Human Resources,HR Manager,Business,5,Travel_Rarely,18,68917,19,9,0,0,0,5,1,Yes,1,3,4,3,3,2,4,Yes,Relocation and personal,Relocating to another city due to family reasons.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP08661,20,Female,Married,Marketing,Content Strategist,Other,5,Travel_Rarely,9,31665,13,21,14,6,1,6,3,No,2,2,3,4,1,1,4,No,,,NA,NA,NA,Employee did not resign
EMP08662,39,Male,Married,Sales,Sales Representative,Other,3,Travel_Rarely,15,40657,11,21,13,9,0,4,1,No,0,2,1,4,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08663,40,Female,Married,Marketing,Marketing Manager,Medical,1,Travel_Rarely,7,46967,17,22,6,3,4,1,5,No,0,2,4,3,3,1,4,Yes,Relocation and personal,Spouse's job transfer required relocation.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP08664,39,Male,Divorced,Operations,Operations Manager,Other,5,Travel_Frequently,1,62070,18,21,5,4,1,5,2,No,0,4,4,1,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08665,20,Female,Married,Human Resources,Recruiter,Marketing,2,Travel_Rarely,28,52435,11,3,2,1,0,6,1,Yes,1,4,2,4,4,4,3,Yes,Managerial and team conflict,Left due to unresolved interpersonal conflict at work.,No,Not Applicable,No,No retention conversation initiated before exit
EMP08666,41,Male,Married,Operations,Operations Executive,Business,2,Travel_Frequently,1,36871,19,23,1,0,1,1,0,Yes,1,2,1,3,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08667,51,Male,Single,R&D,Data Scientist,Human Resources,5,Travel_Rarely,1,49983,13,33,2,1,2,1,2,No,1,2,3,4,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08668,41,Male,Single,Operations,Operations Manager,Other,1,Travel_Frequently,1,57348,14,23,0,0,0,3,5,Yes,0,3,4,3,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08669,39,Male,Married,Sales,Sales Executive,Other,3,Travel_Frequently,5,39010,11,21,5,2,5,2,0,No,2,2,3,4,2,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08670,29,Female,Married,Human Resources,HR Manager,Technical Degree,5,Travel_Frequently,29,97671,11,11,0,0,0,7,3,No,1,2,4,4,2,3,4,No,,,NA,NA,NA,Employee did not resign
EMP08671,56,Male,Married,Finance,Accountant,Technical Degree,5,Travel_Frequently,2,76651,11,38,2,0,0,1,5,No,0,3,3,4,4,2,4,No,,,NA,NA,NA,Employee did not resign
EMP08672,36,Male,Single,R&D,Data Scientist,Other,2,Travel_Rarely,2,36858,13,18,3,1,2,6,0,No,0,3,3,1,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08673,20,Male,Single,Operations,Operations Manager,Technical Degree,3,Travel_Rarely,1,49109,15,11,4,1,0,0,0,No,1,2,1,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08674,40,Male,Married,IT,System Analyst,Marketing,4,Travel_Frequently,23,57591,13,22,4,2,2,5,3,Yes,0,2,2,2,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08675,38,Male,Divorced,R&D,Laboratory Technician,Life Sciences,3,Travel_Rarely,6,41530,11,20,0,0,0,6,2,No,2,2,4,4,4,3,3,Yes,Compensation and Benefits,Raised concerns about stagnant compensation over the years.,Yes,Salary Hike,Yes,Action directly addressed the root cause of dissatisfaction
EMP08676,28,Female,Divorced,IT,Software Engineer,Medical,1,Travel_Rarely,3,41938,14,10,1,0,1,4,4,No,2,3,1,3,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08677,42,Male,Married,R&D,Data Scientist,Human Resources,2,Travel_Frequently,9,42879,13,24,1,0,0,1,3,No,0,2,3,4,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08678,24,Female,Divorced,Sales,Account Manager,Other,4,Travel_Frequently,13,82294,17,8,1,0,0,7,4,No,0,2,3,3,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08679,34,Male,Single,R&D,Research Scientist,Other,1,Travel_Frequently,6,12000,13,19,12,7,2,3,2,No,1,2,4,4,1,1,4,Yes,Work-Life Balance,Left seeking a role with more flexible working hours.,No,Not Applicable,No,No retention conversation initiated before exit
EMP08680,23,Male,Single,Marketing,Content Strategist,Medical,4,Travel_Rarely,6,63735,11,17,11,8,0,4,3,No,0,2,4,3,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08681,42,Male,Married,Finance,Accountant,Marketing,1,Travel_Rarely,20,51403,20,24,2,1,2,4,3,No,0,4,3,2,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08682,32,Female,Married,Human Resources,HR Executive,Technical Degree,4,Travel_Rarely,13,76012,17,14,6,5,0,2,5,Yes,0,4,3,4,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08683,37,Male,Married,Sales,Sales Executive,Life Sciences,4,Travel_Rarely,30,54159,17,19,1,0,1,6,1,Yes,0,4,4,1,4,4,3,Yes,Medical and Family,Health concerns require reduced work commitment.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP08684,40,Female,Married,IT,DevOps Engineer,Computer Science,3,Travel_Rarely,13,76680,16,22,3,2,1,7,1,Yes,1,3,3,2,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08685,31,Female,Single,Sales,Sales Manager,Business,5,Travel_Frequently,9,72634,17,13,0,0,0,6,3,Yes,2,3,4,4,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08686,29,Female,Divorced,Operations,Logistics Coordinator,Business,2,Travel_Rarely,1,68789,16,11,1,0,1,6,2,No,1,3,3,3,2,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08687,40,Female,Single,Marketing,Content Strategist,Business,2,Travel_Frequently,4,52737,18,22,2,1,2,4,4,No,1,3,3,1,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08688,26,Female,Married,Human Resources,HR Manager,Other,4,Travel_Rarely,8,65523,11,8,1,0,1,6,2,Yes,2,3,2,4,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08689,30,Female,Single,Operations,Operations Executive,Computer Science,4,Travel_Frequently,30,102369,11,12,5,3,2,4,4,No,0,2,2,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08690,37,Male,Divorced,Sales,Sales Representative,Technical Degree,4,Travel_Rarely,9,108094,16,19,0,0,0,3,1,Yes,2,3,2,3,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08691,34,Male,Married,Marketing,Marketing Executive,Life Sciences,5,Travel_Frequently,30,57898,20,16,1,0,0,1,2,No,1,3,3,3,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08692,20,Male,Divorced,Human Resources,Recruiter,Other,1,Travel_Frequently,9,12000,11,4,1,0,1,1,4,No,1,2,4,2,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08693,20,Male,Divorced,Human Resources,Recruiter,Computer Science,2,Non-Travel,1,40566,16,9,8,3,4,2,3,No,1,4,3,1,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08694,22,Male,Divorced,R&D,Laboratory Technician,Human Resources,4,Non-Travel,7,62355,12,8,1,0,0,0,1,No,2,2,4,3,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08695,37,Female,Divorced,Finance,Financial Analyst,Computer Science,1,Travel_Frequently,1,63058,19,19,6,2,1,6,5,Yes,2,3,4,4,4,2,4,Yes,Relocation and personal,Relocating to another city due to family reasons.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP08696,39,Female,Divorced,Marketing,Marketing Executive,Business,2,Travel_Frequently,2,35050,11,21,0,0,0,7,1,Yes,1,2,4,4,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08697,55,Male,Married,R&D,Data Scientist,Marketing,5,Travel_Rarely,7,50668,13,37,8,7,2,6,3,No,0,4,3,3,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08698,20,Female,Single,Marketing,Marketing Executive,Medical,3,Travel_Frequently,1,77513,15,6,1,0,1,3,5,No,1,3,2,3,2,4,3,Yes,Compensation and Benefits,Raised concerns about stagnant compensation over the years.,Yes,Salary Hike,Yes,Action directly addressed the root cause of dissatisfaction
EMP08699,31,Female,Married,Marketing,Marketing Manager,Life Sciences,2,Travel_Rarely,1,105271,11,13,4,2,4,1,1,No,1,2,3,1,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08700,33,Female,Single,Sales,Sales Executive,Technical Degree,3,Travel_Rarely,22,67957,21,15,2,1,1,2,3,No,0,3,4,3,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08701,25,Male,Married,R&D,Data Scientist,Technical Degree,3,Travel_Rarely,3,50445,19,10,8,4,0,1,4,No,0,4,4,4,1,3,3,Yes,Career Growth and Promotion,Expressed frustration over being overlooked for promotion.,No,Not Applicable,No,No retention conversation initiated before exit
EMP08702,52,Male,Divorced,Finance,Finance Manager,Other,4,Travel_Rarely,1,93277,11,34,2,1,2,1,4,No,1,1,4,1,2,4,3,Yes,Work-Life Balance,Left seeking a role with more flexible working hours.,Yes,Flexible Work,Yes,Action directly addressed the root cause of dissatisfaction
EMP08703,29,Female,Married,IT,System Analyst,Marketing,3,Travel_Frequently,6,59177,18,11,2,0,0,6,0,No,2,3,2,2,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08704,36,Male,Divorced,Marketing,Content Strategist,Computer Science,4,Travel_Frequently,2,44532,18,18,1,0,1,0,1,No,0,3,4,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08705,32,Male,Divorced,Finance,Financial Analyst,Other,3,Travel_Rarely,3,48244,14,14,0,0,0,1,4,Yes,0,2,3,3,1,4,3,Yes,Career Growth and Promotion,Wanted faster career progression than company could offer.,No,Not Applicable,No,No retention conversation initiated before exit
EMP08706,44,Female,Married,R&D,Research Scientist,Other,3,Non-Travel,9,83733,14,26,1,0,1,7,1,Yes,2,3,2,2,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08707,30,Male,Married,R&D,Laboratory Technician,Technical Degree,3,Travel_Frequently,5,80898,18,12,1,0,1,7,3,No,1,3,4,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08708,27,Male,Divorced,IT,DevOps Engineer,Marketing,5,Travel_Frequently,16,82355,17,10,6,4,3,5,3,No,1,3,4,4,4,3,3,Yes,Career Growth and Promotion,Pursuing an opportunity considered a step up.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP08709,45,Male,Married,Operations,Logistics Coordinator,Marketing,5,Travel_Rarely,1,75573,11,27,3,1,1,1,3,No,1,2,2,2,2,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08710,36,Male,Divorced,Marketing,Marketing Manager,Human Resources,3,Travel_Frequently,24,102106,16,18,2,1,2,6,0,No,2,1,2,2,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08711,35,Male,Married,Human Resources,Recruiter,Marketing,4,Travel_Frequently,1,78948,17,17,1,0,1,5,4,Yes,0,3,3,2,3,3,4,Yes,Managerial and team conflict,Reported ongoing friction with reporting manager.,Yes,Manager Change,Yes,Action directly addressed the root cause of dissatisfaction
EMP08712,27,Male,Single,Finance,Financial Analyst,Marketing,3,Travel_Rarely,10,113465,11,9,0,0,0,5,4,No,0,3,3,3,3,4,3,Yes,Career Growth and Promotion,Wanted faster career progression than company could offer.,No,Not Applicable,No,No retention conversation initiated before exit
EMP08713,34,Male,Divorced,IT,Software Engineer,Other,4,Travel_Rarely,1,112883,17,16,7,2,0,3,5,No,0,3,4,3,1,3,3,Yes,Compensation and Benefits,Cited lack of salary revision despite good performance.,Yes,Salary Hike,No,Offer came too late; decision was already final
EMP08714,28,Female,Single,Finance,Financial Analyst,Human Resources,1,Travel_Rarely,4,52513,11,10,2,0,2,2,3,No,1,1,1,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08715,55,Female,Married,IT,DevOps Engineer,Other,4,Travel_Rarely,3,87604,17,37,2,1,2,1,1,No,0,3,2,3,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08716,38,Male,Single,Human Resources,Recruiter,Human Resources,4,Travel_Rarely,6,87514,11,20,8,3,2,6,4,No,0,2,3,2,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08717,28,Female,Divorced,Operations,Operations Manager,Business,1,Travel_Rarely,2,37772,16,12,8,7,1,0,4,No,0,4,4,3,3,2,4,No,,,NA,NA,NA,Employee did not resign
EMP08718,35,Male,Single,Finance,Finance Manager,Other,3,Travel_Rarely,11,39650,18,17,4,2,1,1,3,No,1,3,2,3,1,2,4,No,,,NA,NA,NA,Employee did not resign
EMP08719,32,Male,Single,Sales,Account Manager,Business,2,Travel_Rarely,3,61961,14,14,1,0,0,7,5,No,2,4,1,1,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08720,30,Female,Married,Marketing,Marketing Manager,Human Resources,4,Travel_Frequently,3,22547,13,12,6,5,5,7,3,No,1,4,4,2,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08721,40,Male,Divorced,Sales,Sales Manager,Life Sciences,3,Travel_Rarely,10,38417,11,22,2,1,2,0,2,No,0,2,2,2,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08722,23,Female,Divorced,Operations,Logistics Coordinator,Business,5,Non-Travel,2,77305,13,11,2,1,0,3,4,No,1,2,3,4,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08723,41,Female,Married,Sales,Account Manager,Human Resources,5,Travel_Rarely,9,62512,16,23,1,0,0,6,3,No,0,3,4,4,1,3,3,Yes,Compensation and Benefits,Employee felt underpaid compared to market standards.,No,Not Applicable,No,No retention conversation initiated before exit
EMP08724,28,Female,Single,Finance,Finance Manager,Technical Degree,5,Travel_Rarely,8,51819,15,10,3,2,1,3,0,No,1,3,4,2,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08725,51,Male,Single,Marketing,Marketing Executive,Other,4,Travel_Frequently,17,50143,17,33,1,0,0,0,1,No,1,3,4,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08726,32,Male,Single,Sales,Account Manager,Business,5,Non-Travel,3,87812,11,14,7,6,1,6,3,No,0,1,3,4,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08727,44,Male,Divorced,Human Resources,Recruiter,Marketing,3,Travel_Rarely,2,59197,16,26,0,0,0,1,4,Yes,0,2,3,3,1,4,3,Yes,Career Growth and Promotion,Left to take up a more senior designation elsewhere.,Yes,Flexible Work,Yes,"Employee stayed despite mismatched action, likely for other reasons"
EMP08728,32,Female,Divorced,Human Resources,HR Executive,Medical,4,Non-Travel,13,35579,14,14,3,1,1,1,4,Yes,0,4,3,4,4,2,3,Yes,Work-Life Balance,Struggled to balance work demands with family time.,Yes,Promotion,Yes,"Employee stayed despite mismatched action, likely for other reasons"
EMP08729,32,Male,Married,Operations,Operations Executive,Technical Degree,3,Travel_Frequently,1,72178,11,14,0,0,0,7,5,Yes,1,2,3,3,4,1,3,No,,,NA,NA,NA,Employee did not resign
EMP08730,34,Female,Divorced,Sales,Account Manager,Business,3,Travel_Rarely,5,37529,11,16,0,0,0,2,1,No,0,2,4,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08731,21,Female,Single,Finance,Financial Analyst,Medical,5,Travel_Rarely,1,94289,14,11,2,1,2,1,4,Yes,1,4,3,3,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08732,40,Male,Divorced,Marketing,Marketing Executive,Medical,3,Non-Travel,10,96899,15,22,10,9,3,7,0,Yes,1,2,3,3,1,4,3,Yes,Managerial and team conflict,Cited lack of support and recognition from team lead.,No,Not Applicable,No,No retention conversation initiated before exit
EMP08733,37,Male,Divorced,Marketing,Content Strategist,Medical,2,Travel_Rarely,17,87539,11,19,2,1,2,0,1,No,1,3,4,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08734,29,Male,Married,Operations,Operations Manager,Human Resources,3,Non-Travel,5,33036,11,11,6,2,0,5,0,No,0,3,3,3,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08735,33,Male,Single,IT,Software Engineer,Other,4,Travel_Rarely,6,45565,11,15,7,2,3,2,0,No,0,3,4,1,3,4,4,No,,,NA,NA,NA,Employee did not resign
EMP08736,21,Female,Married,Sales,Sales Representative,Medical,3,Travel_Frequently,16,52107,11,5,0,0,0,1,0,Yes,1,2,4,1,1,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08737,20,Female,Single,Finance,Finance Manager,Life Sciences,5,Travel_Rarely,2,116502,12,2,0,0,0,4,3,No,2,4,3,3,2,1,3,No,,,NA,NA,NA,Employee did not resign
EMP08738,34,Female,Married,Sales,Account Manager,Other,5,Travel_Frequently,9,80895,16,16,0,0,0,3,3,No,2,2,4,2,3,2,3,Yes,Career Growth and Promotion,Accepted an offer from a more established company.,Yes,Flexible Work,No,Action didn't address the actual root cause
EMP08739,36,Male,Divorced,Human Resources,HR Executive,Technical Degree,1,Non-Travel,8,47930,16,18,6,3,4,0,5,No,2,3,4,2,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP08740,41,Male,Single,Operations,Operations Manager,Life Sciences,4,Travel_Rarely,1,68948,15,23,2,1,1,5,5,No,3,4,4,3,2,1,3,No,,,NA,NA,NA,Employee did not resign
EMP08741,27,Female,Married,Human Resources,HR Executive,Human Resources,1,Travel_Rarely,3,50271,16,18,9,5,0,1,0,No,0,2,2,4,4,4,4,No,,,NA,NA,NA,Employee did not resign
EMP08742,28,Female,Married,R&D,Laboratory Technician,Human Resources,3,Travel_Frequently,1,59858,15,10,1,0,0,5,3,No,2,3,4,4,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP08743,48,Female,Divorced,R&D,ML Engineer,Other,2,Travel_Rarely,1,74902,11,30,9,8,4,2,1,No,0,2,3,4,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08744,34,Male,Single,IT,Software Engineer,Computer Science,3,Travel_Frequently,27,52523,16,16,7,5,0,2,3,No,1,1,4,2,3,3,4,No,,,NA,NA,NA,Employee did not resign
EMP08745,22,Female,Single,Finance,Financial Analyst,Life Sciences,5,Travel_Rarely,2,97418,15,10,7,5,1,6,0,No,0,1,4,4,4,1,3,No,,,NA,NA,NA,Employee did not resign
EMP08746,33,Male,Divorced,Sales,Sales Manager,Medical,5,Travel_Rarely,1,65259,11,15,6,4,1,7,0,No,2,2,1,2,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP08747,24,Male,Single,Operations,Operations Manager,Technical Degree,1,Travel_Frequently,6,92829,12,6,2,1,2,4,4,No,1,3,4,4,2,4,4,No,,,NA,NA,NA,Employee did not resign
